user_review,product_id,sentiment_score
Can't find any complaints at all.. Works and sounds as good as cables quite a bit more expensive... Great for that vintage strat sound...,B000068NSX,0.8603
"OK, I will say it, these cables just look cool in your rig. But beneath the flash you get a quality Fender product that is dependable and sturdy enough to take the punishment of life on the road. I use these between my guitar and effects and pedals to amp on send and return effects, no doubt of which cables are mine. Highly recommend.",B000068NSX,-0.6479
"This is a decent cable, the length and the quality are ok for the price, but the shielding is really pretty poor-- I played with this cable about 15ft from the board, and it was crossing over a few other cables, and there was lots of line noise.",B000068NSX,0.87
"Once again Fender doesn't disappoint. These cables are the best, they improve the sound of my guitar tremendously. It also eliminates some buzz I get when I hook up extra pedals. Great cables, can't do wrong with a Fender.",B000068NSX,0.9434
"This is a pretty nice cable. It's very cheap for the quality of signal it passes. The lining looks nice, but frays easily - more easily than other wrapped cables I've had. Because of the long, rigid plastic/rubber end of the cable, this is more suitable for an instrument with a front jack plate. It won't be usable for bottom-mount if you want to be able to sit down and play. Overall, I'm very happy with this purchase.",B000068NTC,0.9606
its a cable. Its red. It works. looks great with a red guitar. even works fine for drum triggers. Nuff said.,B000068NSX,0.7096
Very good cable. Well made and it looks great with my Candy Apple Red Tele. The reason I gave it only 4 stars is because it tends not to lay flat on the floor.,B000068NSX,0.8643
Very nice guitar cables from CALIFORNIA CABLES! Bright red shows up on stage. No noise cables. Lifetime warranty. 18 feet long. They are made very well and should last for quite a while. Thanks guys! Get yours now at a great price. Get a couple for the musicians in your life for Christmas! HO! HO! HO!,B000068NSX,0.9396
MIDI cables are one of those things that either work or don't. This works well and is very affordable.,B000068NTU,-0.2057
Exactly as advertised.,B000068NTU,0.0
Excellent. I have had great luck with all the Hosa cable I've purchased.,B000068NTU,0.8957
"I've been using these cables on my recording interface for my DAW and for synchronizing some of my synthesizers. I've never had any issues with the cables, and I'm certain they'll be reliable in the long run.",B000068NTU,0.2732
Works and haven't had any problems with it. hard to mess up a midi cable though lol,B000068NTU,0.2865
Great for recording E-drums into DAW.,B000068NTU,0.6249
Good accessory,B000068NTU,0.4404
"The plugs have a solid feel; they aren't going to break off in the jack or anything. The cable does what I need it to do, so I'm happy with it.",B000068NTU,0.6786
They're MIDI cables. No errors and well made...what else could you want?,B000068NTU,-0.296
the cable isn't very flexible,B000068NTU,-0.2222
Do people use midi anymore? This people do!,B000068NTU,0.0
OK,B000068NTU,0.296
Perfect for the job,B000068NTU,0.5719
"Not very flexible, wouldn't buy again. More like a network cable than an instrument cord. Gets the job done but Meh.",B000068NTU,0.0013
Great for the buck,B000068NTU,0.6249
"This cable works like it should, is built with high quality components, and is priced very aggressively to boot. Can't top that combo.",B000068NVJ,-0.1742
"Not much to say ... great mic cable, decent thickness/gauge, haven't noticed any noise at all, it works. Never had any problem with Hosa stuff, which is why I chose this cable over others available in a 3' length. So, there you go!",B000068NVJ,0.7684
"These are missing the pin on the other side and keep falling out of the instrument. Not a very good wire for live use, maybe in the stufio where you will not be moving around with it.",B000068NTU,-0.6622
Works great!!!,B000068NTU,0.7163
"Cable stop working after a month, bogus cable.",B000068NTU,-0.296
Works as expected,B000068NTU,0.0
Just standard MIDI cables. Work as expected.,B000068NTU,0.0
excellent product,B000068NTU,0.5719
great but i should have bought longer ones,B000068NTU,0.3716
"Cool does the job!,no problems",B000068NTU,-0.1759
Can't say it's amazing quality but what it is is very functional at a very low cost. More than what you're paying for but you won't mistake it for a $20 alternative. It functions just as well as expensive alternatives from what I can tell.,B000068NTU,0.0203
as described,B000068NVJ,0.0
got it quickly. Cable works well,B000068NVJ,0.2732
Great product at a great price! I'd order again in a heartbeat!,B000068NVJ,0.8684
"I use this for live audio. I run it from my microphone to a vocal effects pedal so I needed a shorter length. I prefer the old-style silver switchcraft/Cannon style ends for their vintage look with my Shure 55H microphone. For recording, I'd go with a higher quality cable but this has been great in a live setting.",B000068NVJ,0.7684
"Horrible, stiff cables that are more or less locked in the position they came in. Other Hosa cables have more flex to them, which is what I was expecting here. Seriously, stiff cables are the worst.",B000068NTU,-0.8519
Works as expected,B000068NTU,0.0
Arrived as advertised and on time.,B000068NTU,0.0
thanks! it's wonderful,B000068NTU,0.784
"Works perfectly, no complaints",B000068NTU,0.0772
"If you need a midi cable, this is the way to go",B000068NTU,0.0
works great,B000068NTU,0.6249
good cable,B000068NVJ,0.4404
"cheap, but surprisingly good cable",B000068NVJ,0.7684
Get's the job done.,B000068NVJ,0.0
great cable. Easy to tell which side is up.,B000068NTU,0.7906
Its a midi cable,B000068NTU,0.0
Good cable. Works well. Sturdy.,B000068NVJ,0.6124
These things just do not last...,B000068NVJ,0.0
Works great.,B000068NVJ,0.6249
Simply needed a microphone cable to to go from the back of my synthesizer to the telescoping mini boom that was attached to the 2nd tier of my keyboard stand. 3 feet is the perfect length to accomplish this.,B000068NVJ,0.7579
Works as its supposed to,B000068NTU,0.0
very good,B000068NTU,0.4927
good,B000068NTU,0.4404
Utility,B000068NTU,0.0
These are just what I needed to make connections. At a stage now where I prefer the more durable midi connection verses the usb connection.,B000068NTU,0.0
Excellent!,B000068NTU,0.6114
Can't go wrong with Hosa cables. They hold up well. Cheap enough to have extras too.,B000068NTU,0.5653
No issues with this purchase or seller.,B000068NTU,-0.296
Stands up to stage use for years on end. I've owned and lost a few of these.,B000068NTU,-0.3182
Works fine with Yamaha keyboard and digital drums,B000068NTU,0.2023
great cables at a great price!,B000068NVJ,0.8588
does the job,B000068NVJ,0.0
"I am using this Hosa XLR cable on a mic preamp to sound mixer setup. This distance needs to be kept short and this cable worked out just fine. The price was most fair and the shipping was very fast, in my case. Terminal ends seem real solid and the cable itself is of good quality.",B000068NVJ,0.7841
Great Midi Cable,B000068NTU,0.6249
Excellent!!!,B000068NTU,0.6784
Works great - has the extra voltage pin required for Voodoo Labs Ground Control Pro,B000068NTU,0.6249
"workes prefectly, great price!",B000068NTU,0.6588
Great Cable!,B000068NTU,0.6588
awesome,B000068NVJ,0.6249
"Cables work fine, very flexible..",B000068NVJ,0.2023
worked perfectly,B000068NTU,0.6369
"The cables are what I need, we'll constructed and fit snug. I like my purchase and recommendations for all.",B000068NTU,0.6124
"Works as advertised, specifically for a midi keyboard in my application and price was competitive.",B000068NTU,0.1779
Does the job!,B000068NYM,0.0
"It's a mic cable by Hosa, what else can I say? Hosa has been around for a long time. cable seems well made,
we'll se about durability.",B000068NYM,0.2732
excellent quality and service,B000068NYM,0.5719
"This item is as advertised. Arrived quick. Was packaged well. Would recommend product and store front too. Wanted Rean connectors (Long story), but they do the same job.",B000068NYM,0.3182
"When you consider the cost of plugs and cable, buying these short lengths is actually cheaper than making my own. Good value!",B000068NVJ,0.68
"Can't say much, it's a cable...but cheap and works well. I got this to connect a few audio processing effects to my audio interface. The cable is worth buying.",B000068NVJ,0.4588
"happy with the whole transaction, will buy more",B000068NVJ,0.5719
"It is an XLR microphone cable. Works as intended, very happy with the purchase to go with my MXL 770 Condenser mic.",B000068NVJ,0.6115
They are well built and will last. Miidi cables don't have to be fancy. Get the length that best reduces your cable clutter.,B000068NTU,0.743
They are good midi cables. Well built and they last. You don't need fancy cables for midi,B000068NTU,0.6124
Quality as advertised!,B000068NTU,0.0
"Not much to say about a 5-foot MIDI cable except that I've always been a fan of Hosa's stuff - it's fairly priced, works for years, and won't leave you wanting for something more expensive. Fits perfectly into the 5-pin DIN jack on my Korg Volca Bass.",B000068NTU,0.7852
The cable works as exspected. Solid construction. Its looped up very tighty so it takes a while before it will lay flat. Thats abvery minor issue tho,B000068NTU,0.1531
Works well.,B000068NVJ,0.2732
excellent. Recommended.,B000068NVJ,0.6705
A great cable for the short distances.,B000068NVJ,0.6249
Not much to go wrong here. But works fine.,B000068NVJ,0.0387
THis cable was tust length I needed to fit in portable mixer box. I need a short cord to hook up the computer to mixer and this 1 was just what I needed.,B000068NVJ,0.3612
As advertised!,B000068NTU,0.0
It works. It's cheap and it works.,B000068NTU,0.0
Worked great for my needs!,B000068NTU,0.6588
Does the job of connecting my lighting controller to my Traktor Kontrol S4 so that i can use them together with my PC in my sets.,B000068NTU,0.0
It works,B000068NUQ,0.0
works well with SDP-6 and Beatbuddy,B000068NUQ,0.2732
"Not a lot to tell, it is a MIDI cable. But it is constructed well with metal ends, and was reasonably priced. I would buy it again.",B000068NUQ,0.3919
"It does its job, but it's not the best quality. I'm a little unhappy with the way it was coiled when it arrived. It wasn't coiled properly and unwrapping it still left kinks in the cable.",B000068NYM,-0.8322
"I play in small, cramped places and am always within 5 feet of my PA and pedal board. It's nice being able to consolidate the equipment and cable clutter.",B000068NVJ,0.6369
Awesome! High quality . I would recommend this to anybody. Why pay more in a store when you can get it delivered to your door and for cheaper.,B000068NVJ,0.7574
The cable fits snugly into the receptacle. Seems to handle audio just fine so I find it acceptable. Happy to place it in my kit.,B000068NVJ,0.7943
"Its a cord and has done its job , ive had no complaints so why not give it 5 stars",B000068NVJ,-0.5994
"Hosa products are a good bang for the buck. I haven't looked up the specifications, but I'm guessing the wire is 22 to 24 AWG, but since it's only 10' long, it's good enough.",B000068NVJ,0.7003
"Cable is thick, heavy, doesn't kink, and has a quality feel. Strain resistance seems like it should hold up well under medium duty use. The ends look like they open easily, so it can be made into a shorter cable should it ever fail. In my experience, most Hosa gear seems to be higher quality than the price would indicate.",B000068NVJ,0.5859
I have never had a problem with Hosa cables. I use them for everything in my home studio. Well made and I've never had one fail.,B000068NVJ,0.7358
High Quality cable. The metal connectors seem more durable than others at this price range and fit snugly to the devices I use. I have mine connected to my M-Audio Keystation Pro 88 and Focusrite Scarlett 18i8. No signal errors are showing up.,B000068NUQ,-0.2732
No problems and everything as advertised.,B000068NUQ,-0.5994
Does what it does. Go MIDI,B000068NUQ,0.0
Just what I needed,B000068NUQ,0.0
"I have a much longer cable but it's far too long for my current needs. I bought this cable as a shorter replacement. My only worry is the diameter of the cable is much smaller than my other cable. Leads me to wonder about its longevity. So far there isn't any issues though, and I take good care of all of my equipment",B000068NUQ,0.6486
Works correctly,B000068NTU,0.0
It's a midi cable and it works,B000068NTU,0.0
excellent,B000068NTU,0.5719
Good price. Works great.,B000068NTU,0.7906
Awesome product! Still rockin' 2 years after purchase and working perfectly. Highly recommended!,B000068NTU,0.8996
Works perfectly after a year! Awesome deal.,B000068NTU,0.8622
I bought these to go from my board to the amp. We use them for a mobile church so they take a beating. They are still going strong.,B000068NVJ,0.0094
I like Hosa and Rapco cables. Never have any complaints on the quality and reliability. Will definitely purchase more as needed.,B000068NVJ,0.7549
"What more can be said for these three foot cables... They do what they were designed to do, and good to have around the studio.",B000068NVJ,0.4404
"This is a fine cable at a decent price point, nothing exceptional mind, but it gets the job done well enough.",B000068NVJ,0.4678
Perfect short XLR cable. I needed something short for a run from a desktop mic to a mixer. This is perfect. Cable is flexible. Fittings seem to be high quality. Works fine. Jerry,B000068NVJ,0.8779
Good quality cable that should be be able to stand up to punishment on the floor.,B000068NYM,-0.0772
Using to connect microphone to analog mixer and it functions very well.,B000068NYM,0.3384
"Good product for price. Lighter duty, great for home use, not recommended for professionals.",B000068NYM,0.7512
"Good price, great delivery!",B000068NYM,0.807
Perfect for what it is!,B000068NUQ,0.6114
ok,B000068NUQ,0.296
"Strong cable, suits my needs. No complaints as of today.",B000068NUQ,-0.1531
What can I say its a cable,B000068NUQ,0.0
"It does the job. Proper length, quality is good.",B000068NTU,0.4404
Mega Cheap imported cables from China. The connectors are flimsy nickle finish - will oxidize in time.,B000068NTU,0.0
"Great MIDI cable, reliable. The price is great and the cable allows you some freedom in positioning your equipment.",B000068NTU,0.9246
Been using for gigs on my midi foot controller and it's been reliable.,B000068NTU,0.0
Worked as expected. My RC300 sent tempo info to my SR16 right away,B000068NTU,0.0
As described.,B000068NTU,0.0
"I've used a lot of cables and I always come back to HOSA, they are indeed some of the best audio cables in their price range on the market.",B000068NVJ,0.6369
This was exactly what I was after. I have a voice touch and needed a small cord to connect the mic to the voice touch and this was perfect. Before I used a 20 foot cord to go about 12 inches. I highly recommend this for those who keep the mic on a stand and have a voice touch or other stand connected device for vocals.,B000068NVJ,0.7574
"These are not the greatest but they're cheap and they get to you fast when you need them. I've only had one fail and I've bought many of them to use in our broadcast studio. Amazon is the first place I go when I need cables for audio, video, computers or concert lighting. Good music to all!",B000068NVJ,-0.3239
"Hosa makes some of the best good quality, low price audio cables in the business. I have probably bought over 20 Hosa cables for various applications in my Internet radio business. Each one has worked flawlessly and been the best value. I look for Hosa when I look for audio cables.",B000068NVJ,0.9246
Needed a shorter cable. Couldn't find one locally but found one here on Amazon. Works great.,B000068NYM,0.8271
Great product,B000068NYM,0.6249
Works,B000068NYM,0.0
It does what is expected of it. The cord is nice and flexible.,B000068NYM,0.5719
Nice quality cable. Moldings around connectors are going to work out nicely. Not sure how long it will last with regular use. But I will update this at that point. Packaging was of good quality as well. Price was right also,B000068NYM,0.8346
good product,B000068NYM,0.4404
works great.,B000068NUQ,0.6249
Typical quality. Not outstanding.,B000068NUQ,-0.4973
Does the trick for my home studio.,B000068NUQ,-0.0516
:),B000068NTU,0.4588
Basic Midi cable. I've had it for a month or two now and it's still working just fine. Sturdy construction no complaints what so ever.,B000068NTU,-0.4767
Fast shipping item as described.,B000068NTU,0.0
Does what it's supposed to!,B000068NTU,0.0
worked well,B000068NTU,0.2732
A good affordable replacement. Working well so far.,B000068NTU,0.6124
"Works exactly like it's supposed to, not much else to say!",B000068NTU,0.4199
Cheap,B000068NTU,0.0
Okay,B000068NTU,0.2263
Thank you!!! Timely and I got exactly what I wanted.,B000068NUQ,0.5229
"Not the best on the market, and not the worst. Hosa is a go-to brand for decent quality at a fair price. Can't go wrong.",B000068NUQ,0.5831
Work well and as it should. Thanks,B000068NUQ,0.6124
Solid quality!,B000068NUQ,0.2244
works great,B000068NYM,0.6249
Great experience!,B000068NYM,0.6588
Works great.,B000068NYM,0.6249
"Worked fine, but it's a little thin",B000068NYM,0.1027
"Use it every week at gigs. Solid, no problems with the solder joints. A good quality cable at a very good price.",B000068NVJ,0.3612
"Nice solid cables, with excellent support at the ends. Should last a lifetime of usage no problem and just what I needed to connect my tube preamp.",B000068NVJ,0.7096
"There are times when a short mic cable is needed. In my case, I use it for my wireless receiver to the mixer. The quality is real good and the connections are snug for a good connection. I have never had trouble with Hosa,",B000068NVJ,0.794
"Good enough, they're ridiculously cheap, and they do exactly what they're supposed to do. Couldn't find better at this price point.",B000068NTU,-0.2278
Exactly as described. Perfect for my midi guitar pedals.,B000068NTU,0.5719
Connects midi equipment. Works as intended.,B000068NTU,0.0
Just what I needed. Plug and play. No need for any setup. Just remember MIDI OUT goes to MIDI IN. And MIDI IN goes to MIDI IN and every thing just works!,B000068NUQ,0.126
"These are really long, and they work. What else is there to say?",B000068NUQ,0.0
does it's job,B000068NUQ,0.0
"Works fine, but I should have just built one on my own with a neutrik connector.",B000068NZG,0.1027
Great price and simple to use just plug and play for use with Xbox 360 Rock Band 3 Midi PRO-Adapter,B000068NTU,0.7579
Better than average quality for this price range.,B000068NTU,0.4404
Great functioning cable; perfect length needed for my application.,B000068NUQ,0.8316
No problems here,B000068NUQ,-0.5994
It looks really nice. It's one of the best MIDI cable I have ever seem.,B000068NUQ,0.807
"You need a 10 foot midi cable? Well, this one is just that. It works well, had no bent pins, and does all the things a midi cable should do. Would buy again.",B000068NUQ,0.25
"The metal connectors have a quality look. They are also pretty flexible. Now that I see how nice these are I won't bother with anything cheaper. Get them, you'll be happy.",B000068NUQ,0.9124
"The metal connectors have a quality look. They are also pretty flexible. Now that I see how nice these are I won't bother with anything cheaper. Get them, you'll be happy.",B000068NUQ,0.9124
Good quality for the money.,B000068NYM,0.4404
Just what I needed.,B000068NYM,0.0
"The quality of Hosa cables is really great for me, I'm a fan because they seem to be well made, sturdy, functional, and I trust they will last for a good while.",B000068NYM,0.9324
"Perfect size for connecting multi-vocal effects units. Well made connectors, quickly shipped and durable. Purchased several of this size to cut down on excess cable line between units for recording purposes. Highly recommended.",B000068NVJ,0.6997
It suits my desktop recording needs perfectly. I would definitely order other cables made by Hosa. All in all a very good cable.,B000068NVJ,0.8777
I use 2 of these for connecting a rack unit to a Presonus Firepod and they work great. Sound quality is clear and I hear no extra noise or hiss. I would buy these again in an instant if needed.,B000068NVJ,0.6705
No need for a long review but it works. I'm using this for my Audio Technical AT2020 and I'm happy with it.,B000068NVJ,0.6652
"This was a gift - but I did hook it up for the receiver and the cable seems decently made,",B000068NVJ,0.2382
Midi cable. Works as advertised.,B000068NTU,0.0
Item as described,B000068NTU,0.0
Great price good selection. Fast delivery as always.,B000068NTU,0.7906
"This is a great cable...a little smaller in diam. than I expected but the metal ends are a big plus, and the overall length in this price range was fantastic! Will be back!",B000068NUQ,0.8416
"Much nicer than the cheap plastic ended midi cables. Looks and feels better, but also locks into place a bit better.",B000068NUQ,0.775
HOSA Cables are as much a part of my music as the sounds themselves. I've used these cables for years and they've always performed 100%. This particular cable is your basic MIDI to MIDI cable which I use to connect my synth to my audio interface and it works like a charm!,B000068NUQ,0.6696
"In order to get the drums and all the keyboards hooked to the DAW midi interface and not have them all crowded in one spot, I use the 25 ft cables to give me some breathing room. Now all I need is a
switch box to go back and forth from one midi controller to another. Only works if you also have the 25 ft stereo headphone cable too !",B000068NUQ,0.0
Worked perfectly between an external microphone and camcorder. No noise.,B000068NZD,0.4588
worked,B000068NTU,0.0
"The build quality seems good, with descent-quality connectors. I have used it to patch together audio gizmos. I have not given much abuse, but it has worked fine in the home and for a half dozen gigs without failing.",B000068NVJ,0.8354
The Hosa XLR cables are affordable and very heavily made. I have a large mixer and rack and cables everywhere. I decided to purchase shorter cables and the Hosa cables 5ft measurement worked perfectly. You really will not be disappointed with these.,B000068NVJ,0.7753
"I was having problems with noise in a recording system. Replaced a 15 ft generic cable with this and the noise is gone. Maybe just going with a shorter cable was all it took, but this cable works great.",B000068NVJ,0.7003
"Good length - I can stretch it anywhere in my home studio.
Great quality - The metal tips from Hosa are sturdy and easy to take apart if repairs are needed.",B000068NUQ,0.872
"Hosa produces my favorite MIDI cables. These metal tipped cables are very durable, and if need be, they are easy to take apart and repair. Recommended purchase for your MIDI setup",B000068NUQ,0.7717
"I've been using this cable for a few months with no issues. Solid construction for an economy cable. Doesn't have the fancy name, but suits the purpose. Get one!!",B000068NUQ,-0.2225
"Great cables; these are very sturdy, high quality MIDI cables. can't beat them for the price. i've only had them a couple of weeks so I cant speak to their durability but, i suspect they'll last unless I use them as ropes or something.",B000068NUQ,-0.0644
"Great cables; these are very sturdy, high quality MIDI cables. can't beat them for the price. i've only had them a couple of weeks so I cant speak to their durability but, i suspect they'll last unless I use them as ropes or something.",B000068NUQ,-0.0644
Does a good job.,B000068NZG,0.4404
Great mic cable. I use it for interviews on my Canon 5D Mark III and give me good audio. I wish the attachments were a bit stronger.,B000068NZD,0.9246
Great cable and works flawless on a number of keyboards.,B000068NTU,0.8271
EVERYTHING IS OK.,B000068NTU,0.296
"Great cables, I bought a couple for my band so we can perform and these cables are perfect fit. Great length for flexibility and they work great with my equipment.",B000068NTU,0.9678
fine piece of gear,B000068NZD,0.2023
Not stereo. This adapter delivers a MONO signal from a stereo AT microphone to the recorder or camera. Packaging says it's ideal for connecting a mic to a stereo recorder of camera but it's only ideal if you want MONO sound from your STEREO mic.,B000068NZD,0.8047
"Very bad XLR ""MADE IN CHAINA""",B000068NZD,-0.5849
"Good cable, great price!",B000068NTU,0.807
Works great.,B000068NTU,0.6249
IS WHAT IT IS,B000068NTU,0.0
"Great product, performed as advertised.",B000068NTU,0.6249
"Great product, performed as advertised.",B000068NTU,0.6249
Works well! And a good price....,B000068NTU,0.6476
"The 1-foot cable is not one foot. They count the length of the XLR connector and strain relief. The cable itself is only 9"".",B000068NZG,0.4404
"This is what you need to connect an XLR mic to most DSLR cameras for video use. I already had one, but got another for a two-camera setup. The Hosa is well made and my current one has lasted years and looks new.",B000068NZG,0.3919
4 stars,B000068NTU,0.0
It works and it's cheap and fair priced,B000068NTU,0.3182
I use it to plug my Casio CZ101 into massive and it works great,B000068NTU,0.6249
Just what i needed.,B000068NTU,0.0
Good cable. Works as advertised. Would have preferred better connectors but this style cable is a bit difficult to find pre-wired.,B000068NZD,-0.09
Worked well to connect my microphone to my camera allowing me to film and record audio and video for interviews.,B000068NZD,0.2732
Got it to use it on a microphone mounted on a camera it only has noise I do not recommend it,B000068NZG,-0.2755
Works great,B000068NZG,0.6249
"Decent cable, nothing special, does the job. Okay price, could have been a bit less.",B000068NTU,-0.092
"Well... they're cheap, but if you treat them gently they'll do the trick.",B000068NTU,0.8047
Great price and does the job!,B000068NTU,0.6588
"Excellent product, very happy with it",B000068NTU,0.8268
It works and that is why I purchased it,B000068NZD,0.0
Cheap priced midi cable. Works!,B000068NTU,0.0
"Does what it's intended to do, and does it well. Will buy again if I ever need another MIDI cable.",B000068NTU,0.2732
This replaces a very old adapter I had been using. It lets me mic my guitar cab with a standard mic and XLR cable and record directly to my computer's sound card. Handy to have and something I use a lot.,B000068NZG,0.0
good,B000068NZG,0.4404
Works great,B000068NZG,0.6249
Just right,B000068NZD,0.0
Used it last night to connect to my DSLR camera and it worked very well!,B000068NZD,0.3989
connected,B000068NZD,0.0
I love it.....hook it up to any headphone jack and your good to go,B000068NZD,0.7964
Mates my drum machine to my keyboard rig.,B000068NTU,-0.128
good,B000068NTU,0.4404
Works great!,B000068NTU,0.6588
excellent product. exactly as advertised and arrived very promptly,B000068NTU,0.5719
Works. 'nuff said.,B000068NTU,0.0
really good+,B000068NTU,0.0
"just needed an in and out midi cable for my m-audio axiom and m-audio m-track plus and these work well. What can i say, they're just good cables and good length at 10ft.",B000068NTU,0.7845
Works just fine. The connections seemed positive and solid and I don't expect any difficulties out of the cable.,B000068NTU,0.7838
Great cable for the job.,B000068NTU,0.6249
Product exceeded expectation and was delivered as promised!,B000068NZD,0.4199
"No complaints, works as should & very useful, also a great price.",B000068NTU,0.5657
Good quality cables at a good price.,B000068NTU,0.7003
everything you need,B000068NTU,0.0
Works as it should. MIDI doesnt need anything fancy. Just buy it and move on!!!,B000068NTU,0.0
AAAAAAAA++++++++++thanks,B000068NTU,0.0
"Good build quality, works well for connecting to my DSLR for interviews.",B000068NZG,0.6124
Well made. Works excellently. Timely arrival.,B000068NZG,0.7351
AAAAAAAA++++++++++thanks,B000068NTU,0.0
"On time. Package it wa shipped in was of good quality, but the hosa packaging was pretty flimsy. No bigs.
I gave 3 stars for average. Nothing exceptional here, but good.",B000068NTU,0.8074
Works as advertised!,B000068NTU,0.0
I bought 2 of these for my midi in and out and they are not bad for the price.,B000068NTU,0.431
As stated and as expected.,B000068NZG,0.0
Nice short cord. Needed for camcorder mic.,B000068NZG,0.4215
FIVE STARS,B000068NZG,0.0
"It's strong, well priced and it works with all my synths. Thank you for the invention of midi and also for this cable! I can now use my dx21 with my computer again",B000068NTU,0.8016
"It's strong, well priced and it works with all my synths. Thank you for the invention of midi and also for this cable! I can now use my dx21 with my computer again",B000068NTU,0.8016
Good item works and seems to be of good quality I have several of these and will buy more of them,B000068NTU,0.7003
"TOP,,AMAZON SELLER,,10/10,,BIG,,THANKS,,()",B000068NTU,0.0
No problems using this cable to control my Korg Volcas with a midi keyboard or midi drum pads. Perfectly pleased. Would recommend.,B000068NTU,0.6908
Appears to be well made. Good fit.,B000068NZD,0.7579
Not sure how long it will last but it works,B000068NZG,-0.1232
"Didn't work, sadly. No sound came out. Tried multiple mics to no avail.",B000068NZG,0.2547
Works well.,B000068NZD,0.2732
works great,B000068NZD,0.6249
"Every Hosa cable I have owned works well, and the Midi is no different. I usually pick up 2 of every cable I need and keep it in storage. These are my favorite cables.",B000068NTU,0.4404
"The cable is flawless and a great bargain.
There is no latency - would have to be waaayy longer for that.",B000068NTU,0.7906
"Good cable not find fault so far hopefully with time is not damaged, although the distance is not much but for a small home studio is good.",B000068NTU,0.8451
DOES THE JOB FINE,B000068NZG,0.2023
Like all Hosa products - solid connection,B000068NZG,0.4767
